enzyme	reaction	cid
Dc_71F5	1.0	7257
Fe_72B19	1.0	7257
Fe_88J1	0.0	7257
Fi_88A10	1.0	7257
Gm_88E3	0.0	7257
Lc_72B10	1.0	7257
Mt_71G1	0.0	7257
Mt_78G1	0.0	7257
Nt_UGT1	1.0	7257
Os_88C1	0.0	7257
Pt_UGT1	1.0	7257
Rc_GT1	0.0	7257
Sl_GT5	0.0	7257
Zm_15991	0.0	7257
Zm_43295	0.0	7257
Zm_51683	1.0	7257
Zm_62783	0.0	7257
Zm_85854	0.0	7257
At_71C1	0.0	79964
At_71D1	0.0	79964
Ct_71E5	1.0	79964
Dc_71F5	1.0	79964
Fe_72B19	1.0	79964
Fe_88J1	0.0	79964
Fi_88A10	1.0	79964
Gm_88E3	1.0	79964
Lc_72B10	1.0	79964
Os_88C1	1.0	79964
Sl_GT5	0.0	79964
Zm_15991	1.0	79964
Zm_43295	1.0	79964
Zm_51683	1.0	79964
Zm_62783	1.0	79964
Zm_72068	1.0	79964
Zm_85854	1.0	79964
At_72B1	0.0	21648
At_72E2	0.0	21648
Mt_71G1	0.0	21648
Mt_78G1	0.0	21648
Nt_UGT1	0.0	21648
Pt_UGT1	0.0	21648
At_71C1	0.0	143754
At_71D1	0.0	143754
Ct_71E5	0.0	143754
Dc_71F5	0.0	143754
Fe_72B19	0.0	143754
Fe_88J1	0.0	143754
Fi_88A10	0.0	143754
Gm_88E3	0.0	143754
Lc_72B10	0.0	143754
Os_88C1	0.0	143754
Rc_GT1	0.0	143754
Sl_GT5	0.0	143754
Zm_15991	0.0	143754
Zm_43295	0.0	143754
Zm_51683	0.0	143754
Zm_62783	0.0	143754
Zm_72068	0.0	143754
Zm_85854	0.0	143754
At_71C1	0.0	62389
At_71D1	0.0	62389
Ct_71E5	0.0	62389
Fe_72B19	0.0	62389
Fe_88J1	0.0	62389
Fi_88A10	0.0	62389
Gm_88E3	0.0	62389
Lc_72B10	0.0	62389
Os_88C1	0.0	62389
Rc_GT1	0.0	62389
Sl_GT5	0.0	62389
Zm_15991	0.0	62389
Zm_43295	0.0	62389
Zm_51683	0.0	62389
Zm_62783	0.0	62389
Zm_72068	0.0	62389
Zm_85854	0.0	62389
At_71C1	0.0	5280896
At_71D1	0.0	5280896
At_72B1	0.0	5280896
At_72E2	0.0	5280896
Ct_71E5	0.0	5280896
Dc_71F5	0.0	5280896
Fe_72B19	0.0	5280896
Fe_88J1	0.0	5280896
Fi_88A10	0.0	5280896
Gm_88E3	0.0	5280896
Lc_72B10	0.0	5280896
Mt_71G1	0.0	5280896
Mt_78G1	0.0	5280896
Nt_UGT1	0.0	5280896
Os_88C1	0.0	5280896
Pt_UGT1	0.0	5280896
Rc_GT1	0.0	5280896
Sl_GT5	0.0	5280896
Zm_15991	0.0	5280896
Zm_43295	0.0	5280896
Zm_51683	0.0	5280896
Zm_62783	0.0	5280896
Zm_72068	0.0	5280896
Zm_85854	0.0	5280896
At_71C1	0.0	5318517
At_71D1	0.0	5318517
At_72B1	0.0	5318517
At_72E2	0.0	5318517
Ct_71E5	0.0	5318517
Dc_71F5	0.0	5318517
Fe_72B19	0.0	5318517
Fe_88J1	0.0	5318517
Fi_88A10	0.0	5318517
Gm_88E3	0.0	5318517
Lc_72B10	0.0	5318517
Mt_71G1	0.0	5318517
Mt_78G1	0.0	5318517
Nt_UGT1	0.0	5318517
Os_88C1	0.0	5318517
Pt_UGT1	0.0	5318517
Rc_GT1	0.0	5318517
Sl_GT5	0.0	5318517
Zm_15991	0.0	5318517
Zm_43295	0.0	5318517
Zm_51683	0.0	5318517
Zm_62783	0.0	5318517
Zm_72068	0.0	5318517
Zm_85854	0.0	5318517
At_72B1	0.0	64981
At_72E2	0.0	64981
Mt_71G1	0.0	64981
Mt_78G1	0.0	64981
Nt_UGT1	0.0	64981
Pt_UGT1	0.0	64981
At_72B1	0.0	10922465
At_72E2	0.0	10922465
Mt_71G1	0.0	10922465
Mt_78G1	0.0	10922465
Nt_UGT1	0.0	10922465
Pt_UGT1	0.0	10922465
At_72B1	0.0	174174
At_72E2	0.0	174174
Mt_71G1	0.0	174174
Mt_78G1	0.0	174174
Nt_UGT1	0.0	174174
Pt_UGT1	0.0	174174
At_72B1	0.0	5280371
At_72E2	0.0	5280371
Mt_71G1	1.0	5280371
Mt_78G1	0.0	5280371
Nt_UGT1	0.0	5280371
Pt_UGT1	0.0	5280371
At_72B1	0.0	10154
At_72E2	0.0	10154
Mt_71G1	0.0	10154
Mt_78G1	0.0	10154
Nt_UGT1	0.0	10154
Pt_UGT1	0.0	10154
At_72B1	0.0	1548943
At_72E2	0.0	1548943
Mt_71G1	0.0	1548943
Mt_78G1	0.0	1548943
Nt_UGT1	0.0	1548943
Pt_UGT1	0.0	1548943
At_72B1	0.0	65126
At_72E2	0.0	65126
Mt_71G1	0.0	65126
Mt_78G1	0.0	65126
Nt_UGT1	0.0	65126
Pt_UGT1	0.0	65126
At_71C1	0.0	444539
At_71D1	0.0	444539
At_72B1	0.0	444539
At_72E2	0.0	444539
Ct_71E5	0.0	444539
Dc_71F5	0.0	444539
Fe_72B19	0.0	444539
Fe_88J1	0.0	444539
Fi_88A10	0.0	444539
Gm_88E3	0.0	444539
Lc_72B10	0.0	444539
Mt_71G1	0.0	444539
Mt_78G1	0.0	444539
Nt_UGT1	0.0	444539
Os_88C1	0.0	444539
Pt_UGT1	0.0	444539
Rc_GT1	0.0	444539
Sl_GT5	0.0	444539
Zm_15991	0.0	444539
Zm_43295	0.0	444539
Zm_51683	0.0	444539
Zm_62783	0.0	444539
Zm_72068	0.0	444539
Zm_85854	0.0	444539
At_71C1	0.0	5315892
At_71D1	0.0	5315892
At_72B1	0.0	5315892
At_72E2	0.0	5315892
Ct_71E5	0.0	5315892
Dc_71F5	0.0	5315892
Fe_72B19	0.0	5315892
Fe_88J1	0.0	5315892
Fi_88A10	0.0	5315892
Gm_88E3	0.0	5315892
Lc_72B10	0.0	5315892
Mt_71G1	0.0	5315892
Mt_78G1	0.0	5315892
Nt_UGT1	0.0	5315892
Os_88C1	0.0	5315892
Pt_UGT1	0.0	5315892
Rc_GT1	0.0	5315892
Sl_GT5	0.0	5315892
Zm_15991	0.0	5315892
Zm_43295	0.0	5315892
Zm_51683	0.0	5315892
Zm_62783	0.0	5315892
Zm_72068	0.0	5315892
Zm_85854	0.0	5315892
At_71C1	0.0	1549095
At_71D1	0.0	1549095
At_72B1	0.0	1549095
At_72E2	1.0	1549095
Ct_71E5	0.0	1549095
Dc_71F5	0.0	1549095
Fe_72B19	0.0	1549095
Fe_88J1	0.0	1549095
Fi_88A10	0.0	1549095
Gm_88E3	0.0	1549095
Lc_72B10	0.0	1549095
Mt_71G1	0.0	1549095
Mt_78G1	0.0	1549095
Nt_UGT1	0.0	1549095
Os_88C1	0.0	1549095
Pt_UGT1	0.0	1549095
Rc_GT1	0.0	1549095
Sl_GT5	0.0	1549095
Zm_15991	0.0	1549095
Zm_43295	0.0	1549095
Zm_51683	0.0	1549095
Zm_62783	0.0	1549095
Zm_72068	0.0	1549095
Zm_85854	0.0	1549095
At_72B1	0.0	25056407
At_72E2	0.0	25056407
Mt_71G1	0.0	25056407
Nt_UGT1	0.0	25056407
Pt_UGT1	0.0	25056407
At_71C1	0.0	128861
At_71D1	0.0	128861
At_72B1	0.0	128861
At_72E2	0.0	128861
Ct_71E5	0.0	128861
Dc_71F5	0.0	128861
Fe_72B19	0.0	128861
Fe_88J1	0.0	128861
Fi_88A10	0.0	128861
Gm_88E3	0.0	128861
Lc_72B10	0.0	128861
Mt_78G1	0.0	128861
Nt_UGT1	0.0	128861
Os_88C1	0.0	128861
Rc_GT1	1.0	128861
Sl_GT5	0.0	128861
Zm_15991	0.0	128861
Zm_43295	0.0	128861
Zm_51683	0.0	128861
Zm_62783	0.0	128861
Zm_72068	0.0	128861
Zm_85854	0.0	128861
At_72B1	0.0	5379033
At_72E2	0.0	5379033
Mt_78G1	0.0	5379033
Nt_UGT1	0.0	5379033
Pt_UGT1	0.0	5379033
At_72B1	0.0	681
At_72E2	0.0	681
Mt_71G1	0.0	681
Nt_UGT1	0.0	681
Pt_UGT1	0.0	681
At_72B1	0.0	5281855
At_72E2	0.0	5281855
Mt_71G1	0.0	5281855
Mt_78G1	0.0	5281855
Nt_UGT1	0.0	5281855
Pt_UGT1	0.0	5281855
At_72B1	0.0	356759
At_72E2	0.0	356759
Mt_71G1	0.0	356759
Mt_78G1	0.0	356759
Nt_UGT1	0.0	356759
Pt_UGT1	0.0	356759
At_72B1	0.0	8434
At_72E2	0.0	8434
Mt_71G1	0.0	8434
Mt_78G1	0.0	8434
Nt_UGT1	0.0	8434
Pt_UGT1	0.0	8434
At_72B1	0.0	12426239
At_72E2	0.0	12426239
Mt_71G1	0.0	12426239
Mt_78G1	0.0	12426239
Nt_UGT1	0.0	12426239
Pt_UGT1	0.0	12426239
At_72B1	1.0	3314
At_72E2	1.0	3314
Mt_71G1	0.0	3314
Mt_78G1	0.0	3314
Nt_UGT1	1.0	3314
Pt_UGT1	0.0	3314
At_72B1	0.0	398789
At_72E2	0.0	398789
Mt_71G1	0.0	398789
Mt_78G1	0.0	398789
Nt_UGT1	0.0	398789
Pt_UGT1	0.0	398789
At_72B1	0.0	445858
Mt_71G1	0.0	445858
Mt_78G1	0.0	445858
Nt_UGT1	0.0	445858
Pt_UGT1	0.0	445858
At_71C1	0.0	47936
At_71D1	0.0	47936
At_72B1	0.0	47936
At_72E2	0.0	47936
Ct_71E5	0.0	47936
Dc_71F5	0.0	47936
Fe_72B19	0.0	47936
Fe_88J1	0.0	47936
Fi_88A10	0.0	47936
Gm_88E3	0.0	47936
Lc_72B10	0.0	47936
Mt_71G1	0.0	47936
Mt_78G1	0.0	47936
Nt_UGT1	0.0	47936
Os_88C1	0.0	47936
Pt_UGT1	0.0	47936
Rc_GT1	0.0	47936
Sl_GT5	0.0	47936
Zm_15991	0.0	47936
Zm_43295	0.0	47936
Zm_51683	0.0	47936
Zm_62783	0.0	47936
Zm_72068	0.0	47936
Zm_85854	0.0	47936
At_71C1	0.0	5280961
At_72B1	0.0	5280961
At_72E2	0.0	5280961
Ct_71E5	0.0	5280961
Dc_71F5	0.0	5280961
Fe_72B19	0.0	5280961
Fe_88J1	1.0	5280961
Fi_88A10	0.0	5280961
Gm_88E3	1.0	5280961
Lc_72B10	0.0	5280961
Mt_71G1	0.0	5280961
Nt_UGT1	0.0	5280961
Os_88C1	0.0	5280961
Pt_UGT1	0.0	5280961
Rc_GT1	1.0	5280961
Sl_GT5	0.0	5280961
Zm_15991	0.0	5280961
Zm_43295	0.0	5280961
Zm_51683	0.0	5280961
Zm_62783	1.0	5280961
Zm_72068	1.0	5280961
Zm_85854	0.0	5280961
At_71C1	0.0	637566
At_71D1	0.0	637566
At_72B1	0.0	637566
At_72E2	0.0	637566
Ct_71E5	0.0	637566
Fe_72B19	0.0	637566
Fe_88J1	0.0	637566
Fi_88A10	0.0	637566
Gm_88E3	0.0	637566
Lc_72B10	0.0	637566
Mt_71G1	0.0	637566
Mt_78G1	0.0	637566
Nt_UGT1	0.0	637566
Os_88C1	0.0	637566
Pt_UGT1	0.0	637566
Rc_GT1	0.0	637566
Sl_GT5	0.0	637566
Zm_15991	0.0	637566
Zm_43295	0.0	637566
Zm_51683	0.0	637566
Zm_62783	0.0	637566
Zm_72068	0.0	637566
Zm_85854	0.0	637566
At_71D1	0.0	442793
At_72B1	0.0	442793
At_72E2	0.0	442793
Ct_71E5	0.0	442793
Dc_71F5	0.0	442793
Fe_72B19	0.0	442793
Fe_88J1	0.0	442793
Fi_88A10	0.0	442793
Gm_88E3	0.0	442793
Lc_72B10	0.0	442793
Mt_71G1	0.0	442793
Mt_78G1	0.0	442793
Nt_UGT1	0.0	442793
Os_88C1	0.0	442793
Pt_UGT1	0.0	442793
Rc_GT1	0.0	442793
Sl_GT5	0.0	442793
Zm_15991	0.0	442793
Zm_43295	0.0	442793
Zm_51683	0.0	442793
Zm_62783	0.0	442793
Zm_72068	0.0	442793
Zm_85854	0.0	442793
At_72B1	0.0	65243
At_72E2	0.0	65243
Mt_71G1	0.0	65243
Mt_78G1	0.0	65243
Nt_UGT1	0.0	65243
Pt_UGT1	0.0	65243
At_72B1	0.0	3001686
At_72E2	0.0	3001686
Mt_71G1	0.0	3001686
Mt_78G1	0.0	3001686
Nt_UGT1	0.0	3001686
Pt_UGT1	0.0	3001686
At_72B1	0.0	227829
At_72E2	0.0	227829
Mt_71G1	0.0	227829
Mt_78G1	0.0	227829
Nt_UGT1	0.0	227829
Pt_UGT1	0.0	227829
At_72B1	0.0	114840
At_72E2	0.0	114840
Mt_71G1	0.0	114840
Mt_78G1	0.0	114840
Nt_UGT1	0.0	114840
Pt_UGT1	0.0	114840
At_72B1	0.0	12310492
At_72E2	0.0	12310492
Mt_71G1	0.0	12310492
Mt_78G1	0.0	12310492
Nt_UGT1	0.0	12310492
Pt_UGT1	0.0	12310492
At_71C1	0.0	1738
At_71D1	0.0	1738
At_72B1	0.0	1738
At_72E2	0.0	1738
Ct_71E5	0.0	1738
Dc_71F5	0.0	1738
Fe_72B19	0.0	1738
Fe_88J1	0.0	1738
Fi_88A10	0.0	1738
Gm_88E3	0.0	1738
Lc_72B10	0.0	1738
Mt_71G1	0.0	1738
Mt_78G1	0.0	1738
Nt_UGT1	0.0	1738
Os_88C1	0.0	1738
Pt_UGT1	0.0	1738
Rc_GT1	0.0	1738
Sl_GT5	0.0	1738
Zm_15991	0.0	1738
Zm_43295	0.0	1738
Zm_51683	0.0	1738
Zm_62783	0.0	1738
Zm_72068	0.0	1738
Zm_85854	0.0	1738
At_72B1	0.0	72303
At_72E2	0.0	72303
Mt_71G1	0.0	72303
Mt_78G1	0.0	72303
Nt_UGT1	0.0	72303
Pt_UGT1	0.0	72303
At_72B1	0.0	5366264
At_72E2	0.0	5366264
Mt_71G1	0.0	5366264
Mt_78G1	0.0	5366264
Nt_UGT1	0.0	5366264
Pt_UGT1	0.0	5366264
At_72B1	0.0	854026
At_72E2	0.0	854026
Mt_71G1	0.0	854026
Mt_78G1	0.0	854026
Nt_UGT1	0.0	854026
Pt_UGT1	0.0	854026
At_72B1	0.0	155240
At_72E2	0.0	155240
Mt_71G1	0.0	155240
Mt_78G1	0.0	155240
Nt_UGT1	0.0	155240
Pt_UGT1	0.0	155240
At_72B1	0.0	11876195
At_72E2	0.0	11876195
Mt_71G1	0.0	11876195
Mt_78G1	0.0	11876195
Nt_UGT1	0.0	11876195
Pt_UGT1	0.0	11876195
At_72B1	0.0	69867
At_72E2	0.0	69867
Mt_71G1	0.0	69867
Mt_78G1	0.0	69867
Nt_UGT1	0.0	69867
Pt_UGT1	0.0	69867
At_72B1	0.0	23581946
At_72E2	0.0	23581946
Mt_71G1	0.0	23581946
Mt_78G1	0.0	23581946
Nt_UGT1	0.0	23581946
Pt_UGT1	0.0	23581946
At_72B1	0.0	64685
At_72E2	0.0	64685
Mt_71G1	0.0	64685
Mt_78G1	0.0	64685
Nt_UGT1	0.0	64685
Pt_UGT1	0.0	64685
At_72B1	0.0	99514
At_72E2	0.0	99514
Mt_71G1	0.0	99514
Mt_78G1	0.0	99514
Nt_UGT1	0.0	99514
Pt_UGT1	0.0	99514
At_72B1	0.0	6047
At_72E2	0.0	6047
Mt_71G1	0.0	6047
Mt_78G1	0.0	6047
Nt_UGT1	0.0	6047
Pt_UGT1	0.0	6047
At_71C1	0.0	6549
At_71D1	0.0	6549
At_72B1	0.0	6549
At_72E2	0.0	6549
Ct_71E5	0.0	6549
Dc_71F5	0.0	6549
Fe_72B19	0.0	6549
Fe_88J1	0.0	6549
Fi_88A10	0.0	6549
Gm_88E3	0.0	6549
Lc_72B10	0.0	6549
Mt_71G1	0.0	6549
Mt_78G1	0.0	6549
Nt_UGT1	0.0	6549
Os_88C1	0.0	6549
Pt_UGT1	0.0	6549
Rc_GT1	0.0	6549
Sl_GT5	0.0	6549
Zm_15991	0.0	6549
Zm_43295	0.0	6549
Zm_51683	0.0	6549
Zm_62783	0.0	6549
Zm_72068	0.0	6549
Zm_85854	0.0	6549
At_72B1	0.0	16666
At_72E2	0.0	16666
Mt_71G1	0.0	16666
Mt_78G1	0.0	16666
Nt_UGT1	0.0	16666
Pt_UGT1	0.0	16666
At_72B1	0.0	53232
At_72E2	0.0	53232
Mt_71G1	1.0	53232
Mt_78G1	0.0	53232
Nt_UGT1	0.0	53232
At_72B1	0.0	439378
At_72E2	0.0	439378
Mt_71G1	0.0	439378
Mt_78G1	0.0	439378
Nt_UGT1	0.0	439378
Pt_UGT1	0.0	439378
At_72B1	0.0	5280445
At_72E2	0.0	5280445
Mt_71G1	0.0	5280445
Mt_78G1	0.0	5280445
Nt_UGT1	0.0	5280445
Pt_UGT1	0.0	5280445
At_72B1	0.0	73412
At_72E2	0.0	73412
Mt_71G1	0.0	73412
Nt_UGT1	0.0	73412
Pt_UGT1	0.0	73412
At_71C1	0.0	1254
At_71D1	0.0	1254
Ct_71E5	0.0	1254
Dc_71F5	0.0	1254
Fe_72B19	0.0	1254
Fe_88J1	0.0	1254
Fi_88A10	0.0	1254
Gm_88E3	0.0	1254
Lc_72B10	0.0	1254
Os_88C1	0.0	1254
Rc_GT1	0.0	1254
Sl_GT5	0.0	1254
Zm_15991	0.0	1254
Zm_43295	0.0	1254
Zm_51683	0.0	1254
Zm_62783	0.0	1254
Zm_72068	0.0	1254
Zm_85854	0.0	1254
At_72B1	1.0	4133
At_72E2	0.0	4133
Mt_78G1	0.0	4133
Nt_UGT1	1.0	4133
Pt_UGT1	0.0	4133
At_72B1	0.0	124219
At_72E2	0.0	124219
Mt_71G1	0.0	124219
Mt_78G1	0.0	124219
Nt_UGT1	0.0	124219
Pt_UGT1	0.0	124219
At_72B1	0.0	932
At_72E2	0.0	932
Mt_78G1	0.0	932
Nt_UGT1	0.0	932
Pt_UGT1	0.0	932
At_72B1	0.0	5284507
At_72E2	0.0	5284507
Mt_71G1	0.0	5284507
Mt_78G1	0.0	5284507
Nt_UGT1	0.0	5284507
Pt_UGT1	0.0	5284507
At_72B1	0.0	14427423
At_72E2	0.0	14427423
Mt_71G1	0.0	14427423
Mt_78G1	0.0	14427423
Nt_UGT1	0.0	14427423
Pt_UGT1	0.0	14427423
At_72B1	0.0	285033
At_72E2	0.0	285033
Mt_71G1	0.0	285033
Mt_78G1	0.0	285033
Nt_UGT1	0.0	285033
Pt_UGT1	0.0	285033
At_72B1	0.0	10955174
At_72E2	0.0	10955174
Mt_71G1	0.0	10955174
Mt_78G1	0.0	10955174
Nt_UGT1	0.0	10955174
Pt_UGT1	0.0	10955174
At_72B1	0.0	5280535
At_72E2	0.0	5280535
Mt_71G1	0.0	5280535
Mt_78G1	0.0	5280535
Nt_UGT1	0.0	5280535
Pt_UGT1	0.0	5280535
At_72B1	0.0	10819
At_72E2	0.0	10819
Mt_71G1	0.0	10819
Mt_78G1	0.0	10819
Nt_UGT1	0.0	10819
Pt_UGT1	0.0	10819
At_71C1	0.0	4788
At_71D1	0.0	4788
Ct_71E5	1.0	4788
Dc_71F5	0.0	4788
Fe_72B19	0.0	4788
Fe_88J1	1.0	4788
Fi_88A10	0.0	4788
Gm_88E3	1.0	4788
Lc_72B10	1.0	4788
Os_88C1	0.0	4788
Rc_GT1	0.0	4788
Sl_GT5	0.0	4788
Zm_15991	1.0	4788
Zm_43295	1.0	4788
Zm_51683	0.0	4788
Zm_62783	1.0	4788
Zm_72068	0.0	4788
Zm_85854	0.0	4788
At_71C1	0.0	73399
At_71D1	0.0	73399
At_72B1	0.0	73399
At_72E2	0.0	73399
Ct_71E5	0.0	73399
Dc_71F5	0.0	73399
Fe_72B19	0.0	73399
Fe_88J1	0.0	73399
Fi_88A10	0.0	73399
Gm_88E3	0.0	73399
Lc_72B10	0.0	73399
Mt_71G1	0.0	73399
Mt_78G1	0.0	73399
Nt_UGT1	0.0	73399
Os_88C1	0.0	73399
Pt_UGT1	0.0	73399
Rc_GT1	0.0	73399
Sl_GT5	0.0	73399
Zm_15991	0.0	73399
Zm_43295	0.0	73399
Zm_51683	0.0	73399
Zm_62783	0.0	73399
Zm_72068	0.0	73399
Zm_85854	0.0	73399
At_72B1	0.0	122738
At_72E2	0.0	122738
Mt_71G1	0.0	122738
Mt_78G1	0.0	122738
Nt_UGT1	0.0	122738
Pt_UGT1	0.0	122738
At_72B1	0.0	53377390
At_72E2	0.0	53377390
Mt_71G1	0.0	53377390
Mt_78G1	0.0	53377390
Nt_UGT1	0.0	53377390
Pt_UGT1	0.0	53377390
At_71C1	1.0	5280343
At_72B1	0.0	5280343
At_72E2	0.0	5280343
Ct_71E5	0.0	5280343
Dc_71F5	0.0	5280343
Fe_72B19	0.0	5280343
Fe_88J1	0.0	5280343
Fi_88A10	0.0	5280343
Gm_88E3	1.0	5280343
Lc_72B10	0.0	5280343
Mt_71G1	0.0	5280343
Mt_78G1	1.0	5280343
Nt_UGT1	0.0	5280343
Os_88C1	0.0	5280343
Pt_UGT1	0.0	5280343
Rc_GT1	0.0	5280343
Sl_GT5	0.0	5280343
Zm_15991	0.0	5280343
Zm_43295	0.0	5280343
Zm_51683	0.0	5280343
Zm_62783	0.0	5280343
Zm_72068	1.0	5280343
At_71C1	0.0	445154
At_71D1	0.0	445154
Ct_71E5	0.0	445154
Dc_71F5	0.0	445154
Fe_72B19	0.0	445154
Fe_88J1	0.0	445154
Fi_88A10	0.0	445154
Gm_88E3	1.0	445154
Lc_72B10	0.0	445154
Os_88C1	0.0	445154
Rc_GT1	0.0	445154
Sl_GT5	1.0	445154
Zm_15991	0.0	445154
Zm_43295	0.0	445154
Zm_51683	0.0	445154
Zm_62783	0.0	445154
Zm_72068	0.0	445154
Zm_85854	0.0	445154
At_72B1	0.0	439653
At_72E2	0.0	439653
Mt_71G1	0.0	439653
Mt_78G1	0.0	439653
Nt_UGT1	0.0	439653
Pt_UGT1	0.0	439653
At_72B1	0.0	188297
At_72E2	0.0	188297
Mt_71G1	0.0	188297
Mt_78G1	0.0	188297
Nt_UGT1	0.0	188297
Pt_UGT1	0.0	188297
At_71C1	1.0	5280460
At_71D1	0.0	5280460
At_72B1	0.0	5280460
At_72E2	0.0	5280460
Ct_71E5	0.0	5280460
Fe_72B19	0.0	5280460
Fe_88J1	0.0	5280460
Fi_88A10	0.0	5280460
Gm_88E3	0.0	5280460
Lc_72B10	0.0	5280460
Mt_71G1	0.0	5280460
Mt_78G1	0.0	5280460
Nt_UGT1	0.0	5280460
Os_88C1	0.0	5280460
Pt_UGT1	0.0	5280460
Rc_GT1	0.0	5280460
Sl_GT5	0.0	5280460
Zm_15991	0.0	5280460
Zm_43295	0.0	5280460
Zm_51683	0.0	5280460
Zm_62783	0.0	5280460
Zm_72068	1.0	5280460
Zm_85854	1.0	5280460
At_71C1	0.0	68289
At_71D1	0.0	68289
At_72B1	1.0	68289
At_72E2	0.0	68289
Dc_71F5	0.0	68289
Fe_72B19	0.0	68289
Fe_88J1	0.0	68289
Gm_88E3	0.0	68289
Lc_72B10	0.0	68289
Mt_71G1	0.0	68289
Mt_78G1	0.0	68289
Nt_UGT1	0.0	68289
Os_88C1	0.0	68289
Pt_UGT1	0.0	68289
Rc_GT1	0.0	68289
Sl_GT5	0.0	68289
Zm_15991	0.0	68289
Zm_43295	0.0	68289
Zm_51683	1.0	68289
Zm_62783	0.0	68289
Zm_72068	0.0	68289
Zm_85854	1.0	68289
At_71D1	1.0	31553
Ct_71E5	1.0	31553
Dc_71F5	0.0	31553
Fe_72B19	0.0	31553
Fe_88J1	0.0	31553
Fi_88A10	0.0	31553
Gm_88E3	0.0	31553
Lc_72B10	0.0	31553
Os_88C1	0.0	31553
Rc_GT1	0.0	31553
Sl_GT5	0.0	31553
Zm_15991	0.0	31553
Zm_43295	1.0	31553
Zm_51683	0.0	31553
Zm_62783	0.0	31553
Zm_72068	0.0	31553
Zm_85854	0.0	31553
At_72B1	0.0	72936
At_72E2	0.0	72936
Mt_71G1	0.0	72936
Mt_78G1	0.0	72936
Nt_UGT1	0.0	72936
Pt_UGT1	0.0	72936
At_72B1	0.0	7172
At_72E2	0.0	7172
Mt_71G1	0.0	7172
Mt_78G1	0.0	7172
Nt_UGT1	0.0	7172
Pt_UGT1	0.0	7172
At_72B1	0.0	10742
At_72E2	1.0	10742
Mt_71G1	1.0	10742
Mt_78G1	1.0	10742
Nt_UGT1	0.0	10742
Pt_UGT1	0.0	10742
At_72B1	0.0	135403798
At_72E2	0.0	135403798
Mt_71G1	0.0	135403798
Mt_78G1	0.0	135403798
Nt_UGT1	0.0	135403798
Pt_UGT1	0.0	135403798
At_71C1	0.0	6989
At_72B1	1.0	6989
At_72E2	0.0	6989
Ct_71E5	0.0	6989
Fe_72B19	0.0	6989
Fe_88J1	0.0	6989
Gm_88E3	0.0	6989
Lc_72B10	0.0	6989
Mt_71G1	0.0	6989
Mt_78G1	0.0	6989
Nt_UGT1	0.0	6989
Os_88C1	0.0	6989
Pt_UGT1	0.0	6989
Rc_GT1	0.0	6989
Sl_GT5	0.0	6989
Zm_15991	0.0	6989
Zm_43295	0.0	6989
Zm_51683	0.0	6989
Zm_62783	0.0	6989
Zm_72068	0.0	6989
Zm_85854	0.0	6989
At_71C1	1.0	65090
At_71D1	1.0	65090
At_72B1	0.0	65090
At_72E2	0.0	65090
Ct_71E5	1.0	65090
Dc_71F5	1.0	65090
Fe_72B19	0.0	65090
Fe_88J1	0.0	65090
Fi_88A10	0.0	65090
Gm_88E3	0.0	65090
Lc_72B10	0.0	65090
